"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
2 "Walking Upstairs" 2 2 0.262523054575395 -0.27836410815413 0.130173521838541 0.867569126502636 0.100955295586643 -0.00618411124901582 0.0821105185527065 -0.107192713289086 0.247997241776643 0.0258789555176801 -0.10659813165413 0.323199990291424 -0.118982371936063 0.0536288055663972 -0.123241808291318 -0.123241808291318 -0.155292934115343 0.0854014005599824 -0.0279721243104218 -0.115932711855097 -0.284813149889631 -0.64459609221529 -0.950795577047452 -0.368752390201757 -0.857514858347979 -0.953240032741652 -0.406606347293146 -0.650664181671529 -0.35211063334587 -0.206902338504851 -0.293275223829174 -0.0264837051 -0.124299560861863 -0.231883170413761 -0.301180577135325 -0.0399288011816696 -0.947070668453427 0.00515309585407733 -0.00965211081741652 -0.34967418991775 -0.0954767207617575 0.0590026698453779 -0.49049874322478 -0.0374991159694903 -0.0575968298337434 -0.550345018347979 -0.150237900964077 0.091463733926004 0.091463733926004 0.00403948163098418 -0.0186985928550088 -0.141094183446661 -0.345867058062566 -0.213767066345518 -0.370963136033743 -0.5583175756942 -0.389809678180228 -0.478299404465905 -0.284115199659227 -0.520356792727592 -0.951052732934974 -0.65600566629174 -0.536846480551634 -0.629834718015817
3 "Walking Upstairs" 3 2 0.266374106919355 -0.267709134076613 -0.0194668496451613 0.908850094193548 -0.113801152577419 -0.223498754459677 0.0507061309854839 -0.118766587514516 0.259236361782258 0.0324862931451613 -0.379965666951613 0.234964208177419 -0.111790730533871 -0.13007327599321 -0.161406046462903 -0.161406046462903 -0.15799447193629 -0.129220064502419 -0.128944723797581 -0.152200253124194 -0.406890583120968 -0.613107959516129 -0.977562199032258 -0.516304204596774 -0.936896026935484 -0.982594360483871 -0.43578483408871 -0.772464213548387 -0.37477910066129 -0.203376009798387 -0.113598579908065 -0.0286997706805645 -0.117735193856452 -0.332718336370968 -0.300970097258065 -0.0891354880213065 -0.949278983225807 0.0170209935254839 0.0183726045790323 -0.498756658225806 -0.107134604459677 0.0529645748683871 -0.475852865633065 -0.0264470533096774 -0.0427926865112903 -0.630707210806452 0.0311559483564516 0.0715274869264516 0.0715274869264516 -0.0557311430798387 0.068012305908871 -0.193610084525806 -0.432693280483871 -0.306786868540323 -0.445825354441855 -0.709022659596774 -0.525823245967742 -0.495113831854839 -0.372496801854839 -0.494604144295968 -0.974263027419355 -0.683129951370968 -0.523454794317742 -0.441114333572581
4 "Walking Upstairs" 4 2 0.270876696730769 0.169509983115385 -0.0935618013884615 0.946264314423077 -0.441064849384615 0.142926607240385 0.0560971909634615 0.392661021538462 -0.141384675671385 0.0393825198942308 0.333937986534538 0.191242235723077 -0.1314720713 0.304226646230769 -0.125799948038462 -0.125799948038462 0.110231038786538 -0.0248244682086538 -0.0523798551417308 -0.170988304707692 -0.294488270365385 -0.794971880769231 -0.970401300961538 -0.418304647307692 -0.944069734230769 -0.972386722692308 -0.3710689925 -0.796905223461538 -0.203767377802115 -0.361655783519231 -0.377440624730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.232944304615385 0.0841675382884615 -0.958495235576923 0.0234018993153846 0.00340280836730769 -0.380488027307692 -0.0859471683596154 0.0843753843384615 -0.454431043269231 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 -0.0566491326019231 0.163843926507692 0.163843926507692 -0.101510168373077 0.0747129923673077 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.919919603846154 -0.515315669788462 -0.689855609480769 -0.709905587519231
5 "Walking Upstairs" 5 2 0.268459469914894 -0.00113416819 0.292205189702128 0.936821834893617 -0.18555710187234 0.106622183382979 0.0795443483829787 -0.169539211723404 0.165227101893617 0.0395191121489362 -0.196995178789362 -0.0493170616851064 -0.143029686361702 -0.0758236220576383 -0.0065178541710851 -0.0065178541710851 -0.189641324434043 0.0860490126619149 -0.0866436406680851 -0.0344257469461702 -0.161485339978723 -0.752616094255319 -0.959480639574468 -0.289725470425532 -0.891415110851064 -0.963174289787234 -0.263615096246809 -0.735260267659575 -0.219670624510638 -0.257141162204255 -0.512345191297872 -0.0325269755153191 -0.107471453914894 -0.0457237779851064 -0.265942569148936 -0.0232035364248936 -0.95357996893617 0.0140130363106383 -0.025590953282766 -0.223896564340426 -0.117195551802128 0.0424442819489362 -0.443342262340426 -0.0559895777393617 -0.0534895401 -0.305245202489362 -0.00521966754680851 0.0599659928914043 0.0599659928914043 -0.1137826693 -0.107791091404255 0.0728903158085106 -0.457470676808511 -0.00473819670425532 -0.19681792087234 -0.606717464680851 -0.22532784293617 -0.516609046808511 -0.139801393244681 -0.501685580212766 -0.899204732765957 -0.519745682531915 -0.56368286706383 -0.790780901489362
6 "Walking Upstairs" 6 2 0.268229355098039 -0.221942319176471 0.0569526175372549 0.913632241568627 0.43858686054902 0.404808185901961 0.07210675 -0.3245974444 0.0991435570498039 -0.0767406825588235 -0.330831222882353 0.026210131272549 -0.0652024492378431 -0.321149767070588 -0.158851728437255 -0.158851728437255 -0.00184518718235294 0.0654988419392157 -0.0862272070978431 -0.237729350394902 -0.131075372803922 -0.777194590784314 -0.959950155294118 -0.244812769960784 -0.802039379215686 -0.961066584117647 -0.115065008156863 -0.67054250254902 -0.342725667039216 -0.0246468187254902 -0.524011083137255 -0.0272425385070588 -0.122082438784314 -0.0501350188513725 -0.340732608823529 -0.0184608964392157 -0.959399425098039 0.00371343419607843 -0.00237816579411765 -0.180301156098039 -0.0518981989072549 0.0664234025976471 -0.321973723647059 -0.0457705354509804 -0.0576800048435294 -0.186763293747059 -0.0811691955352941 0.152428541392157 0.152428541392157 -0.096433785852549 -0.113890188898039 0.0978035099588235 -0.42724809972549 -0.0211335627276471 -0.122991594331373 -0.549314615882353 -0.186815074235294 -0.329653779629412 -0.0464142110215686 -0.390248128039216 -0.906327058039216 -0.666674470588235 -0.338330831607843 -0.80103432372549
7 "Walking Upstairs" 7 2 0.248706923078431 -0.26949377045098 0.354356694254902 0.81874656 0.570946646980392 0.0579248396980392 0.0724649938509804 -0.0186791399372549 0.341022132745098 -0.138778108029412 0.166700817490196 0.12307180476902 -0.0856640866647059 0.142772534430392 -0.0636661955313726 -0.0636661955313726 -0.288800213019608 0.220899970754902 -0.0323605947137255 -0.0318879620588235 -0.336199426470588 -0.619549233137255 -0.96686386254902 -0.454647881960784 -0.856626600784314 -0.973528701960784 -0.383889342745098 -0.776641143529412 -0.260040341627451 -0.14471724507451 -0.156073455817059 -0.0275639005607843 -0.143769688803922 -0.29487297445098 -0.240950944117647 -0.403599709607843 -0.932823053333333 -0.000812387078431372 -7.4519666666666e-05 -0.415153115882353 -0.00247161973 0.139217071509804 -0.363853236862745 -0.0482219105196078 -0.072451747827451 -0.616812659215686 -0.241712520835294 0.175134577692157 0.175134577692157 0.0506496342 -0.0904911639127451 -0.381590523137255 -0.317461021372549 -0.279870086215686 -0.53707567 -0.581764526862745 -0.426974025686275 -0.567920266470588 -0.408150266666667 -0.368636961470588 -0.980486949803922 -0.606853781176471 -0.478397483784314 -0.516367672058824
8 "Walking Upstairs" 8 2 0.258880152048781 -0.185983872390244 0.0607712872804878 0.860368718780488 0.312797472365854 0.0361241692439024 0.0813816809395122 0.0894616410536585 0.333008865609756 0.19270447595122 -0.351912818804878 0.337222485170732 -0.15544567414878 -0.072917508804878 0.0221200404878049 0.0221200404878049 -0.163605263890244 -0.0996045657195122 -0.11821011395122 -0.139604081414634 -0.166411065387805 -0.358110416097561 -0.905434094390244 -0.200277249165854 -0.756775624390244 -0.912262253658537 -0.240260761682927 -0.055435175 -0.519284040536585 -0.593701504390244 -0.294064107463415 -0.0282415136341463 -0.11512211995122 -0.171712174634146 -0.291341491707317 -0.192306960631707 -0.926673287804878 0.014120592097561 -0.0674583919268293 -0.186618895268293 -0.204205356087805 -0.0724546025804878 -0.367428367219512 -0.027919577097561 -0.0534090382439024 -0.40507069195122 -0.168401559609756 -0.0355258931585366 -0.0355258931585366 -0.109103119353659 0.121521785397561 0.263431399878049 -0.0729496941121951 -0.175284990170732 -0.0257952590634146 -0.386655803658537 -0.24733661795122 -0.113162144460976 0.16597418695122 -0.409955580780488 -0.889712524878049 -0.782479516341463 -0.864175517804878 -0.628119494756098
9 "Walking Upstairs" 9 2 0.262436475714286 -0.0157479345734694 0.102077829702041 0.902647777755102 0.510902366142857 0.182263375940816 0.0692266245755102 0.448762643942857 -0.150372255557143 -0.16396719 0.21598337462449 -0.0076405836244898 -0.0684689593355102 0.067377749344898 -0.00687601737959184 -0.00687601737959184 -0.0372099245530612 -0.0329338440530612 0.0404447861061224 -0.331805496069388 -0.342735952653061 -0.699674010816327 -0.96554839122449 -0.402044750408163 -0.889380566122449 -0.97254183755102 -0.313941631326531 -0.617232705510204 -0.485569017489796 -0.254025189632653 -0.281019388938775 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.0377947824285714 0.266009866857143 -0.954383557142857 0.00126612218367347 0.00766046602367347 -0.335291644693878 -0.0412587909579592 0.14569462592449 -0.343976630734694 -0.0302797452408163 -0.0236327911183673 -0.660419534285714 0.233974790832653 -0.057498012077551 -0.057498012077551 -0.181009621142857 -0.0401468311991837 -0.405022798163265 -0.384710423408163 -0.369815777346939 -0.608498592040816 -0.615125710612245 -0.327421989591837 -0.499159202857143 -0.327698671183673 -0.361626377102041 -0.985946741632653 -0.761357658163265 -0.592811698081633 -0.621321914157143
1 "Walking Downstairs" 1 3 0.287848290836 -0.29250977686176 0.12960049154334 0.92016145912 0.0140563834014 0.207345538928 0.08035971604533 -0.198159599862 0.119302475045196 -0.0773914937849 -0.0662093993756 -0.1004724584406 -0.06803678035936 -0.03522698573876 -0.002964238121 -0.002964238121 -0.07166114530956 0.19023255711544 -0.04255068908008 -0.07601109433728 0.04514379876374 -0.6207504608292 -0.850035185322 -0.05208586459058 -0.696956157728 -0.85377482343 -0.25777699832902 -0.682684394956 -0.428759917513884 -0.06193412520098 -0.39573387148342 -0.015681926937815 -0.107769898562756 0.124130123173742 -0.184651717426 -0.03190223646466 -0.94534781562 0.00259335247368 -0.01088887018724 -0.00498958981912 -0.05965949119958 0.080486188862 -0.3448269833166 -0.05306677030294 -0.05241888448584 -0.4519943916426 -0.1311858671084 -0.002355632621034 -0.002355632621034 0.02777650415062 -0.11542413007532 0.0409766737466 -0.19735512504974 0.15091417268194 -0.1336491227936 -0.326495335928 -0.046426870327326 -0.3043265368362 -0.1410678788674 -0.3775320490392 -0.88767761744 -0.72600210576 -0.3856389660502 -0.696907556108
2 "Walking Downstairs" 2 3 0.290229993020833 -0.188808519142424 0.127841303117614 0.922429557727273 -0.0430638597890152 0.202421007030473 0.0893773387804356 0.0029046341455606 0.0639375475636742 -0.0805477023799716 0.0634940329957197 -0.0935711590660227 -0.0797682790664015 0.0783499892001894 -0.0777724863728409 -0.0777724863728409 -0.0821721285335417 0.126981955814981 -0.102957305556629 0.00240409029604167 0.0131841376795833 -0.659972677673864 -0.875244936723485 -0.110167909451191 -0.669190659971591 -0.875847815359848 -0.186850455501515 -0.738487122820076 -0.391822848110417 0.0134660253258523 -0.414696325964735 -0.0167519664941667 -0.105667278639583 0.0779811593236742 -0.179716105825758 0.0329245301041667 -0.950604743409091 0.00288151199899621 -0.00772791363039773 -0.0783380952197538 -0.0460798970481231 0.105837316606837 -0.329850860945644 -0.048528990336553 -0.0559552754283901 -0.328715531798674 -0.173379303207102 0.114061375956117 0.114061375956117 -0.0274305647864754 -0.068862607445928 0.0880456318863636 -0.204497222724621 0.0981238774152652 -0.099768533257197 -0.317203064051515 -0.12960292990303 -0.323646096786174 -0.18749027891572 -0.378810997714962 -0.902857351628788 -0.696095060140152 -0.302180841860947 -0.711190174223485
